name,owner,stars,language,pr_number,pr_title,pr_state,pr_author,pr_created_at,pr_closed_at,pr_merged_at,pr_is_merged,pr_base_branch,pr_head_branch,pr_additions,pr_deletions,pr_changed_files,pr_total_changes,pr_comments_count,pr_reviews_count,pr_review_requests_count,pr_commits_count,pr_participants_count,pr_assignees_count,pr_labels,pr_labels_count,pr_review_decision,pr_is_draft,pr_lifetime_hours,pr_time_to_merge_hours,has_code_review
public-apis,public-apis,366880,Python,3041,Add ProxyKingdom API to Development,MERGED,bokklu,2022-02-01T17:36:12Z,2022-02-01T21:21:07Z,2022-02-01T21:21:07Z,True,master,feature/proxykingdom,1,0,1,1,0,1,0,1,2,0,,0,,False,3.748611111111111,3.748611111111111,True
public-apis,public-apis,366880,Python,3035,Add Mintlify to Programming,MERGED,handotdev,2022-01-28T19:06:37Z,2022-01-29T01:51:28Z,2022-01-29T01:51:27Z,True,master,docstring-api,1,0,1,1,0,1,0,1,2,0,,0,,False,6.7475,6.747222222222222,True
public-apis,public-apis,366880,Python,3034,Remove skyscanner,MERGED,staeff,2022-01-28T16:05:01Z,2022-01-28T23:30:30Z,2022-01-28T23:30:30Z,True,master,staeff-patch-1,0,1,1,1,0,1,0,1,2,0,,0,,False,7.424722222222222,7.424722222222222,True
public-apis,public-apis,366880,Python,3031,Add Hashable API,MERGED,haneenmahd,2022-01-26T11:33:16Z,2022-01-29T00:31:44Z,2022-01-29T00:31:44Z,True,master,add-hashable-api,1,0,1,1,0,1,0,1,2,0,,0,,False,60.974444444444444,60.974444444444444,True
public-apis,public-apis,366880,Python,3029,Added WeatherReactApi,MERGED,blueedgetechno,2022-01-25T16:10:10Z,2022-01-29T00:08:31Z,2022-01-29T00:08:31Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,79.9725,79.9725,True
public-apis,public-apis,366880,Python,3024,Remove links validation,CLOSED,Tyler887,2022-01-23T13:12:53Z,2022-01-28T23:23:10Z,,False,master,patch-1,0,22,1,22,0,1,0,1,2,0,,0,,False,130.17138888888888,,True
public-apis,public-apis,366880,Python,3023,Add Virdipay Game Player Check,CLOSED,ghost,2022-01-23T11:28:01Z,2022-02-19T18:38:33Z,,False,master,patch-4,2,1,1,3,1,1,0,1,1,0,,0,,False,655.1755555555555,,True
public-apis,public-apis,366880,Python,3021,Add KONTESTS API ,MERGED,nithinhacks,2022-01-22T16:05:17Z,2022-01-22T17:41:11Z,2022-01-22T17:41:11Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,1.5983333333333334,1.5983333333333334,True
public-apis,public-apis,366880,Python,3020,Add DynaPictures API,MERGED,alexzender,2022-01-22T14:59:53Z,2022-01-22T17:28:57Z,2022-01-22T17:28:57Z,True,master,dynapictures-api,1,0,1,1,0,1,0,1,2,0,,0,,False,2.4844444444444442,2.4844444444444442,True
public-apis,public-apis,366880,Python,3018,Add Web Series Quotes Generator to Video,MERGED,yogeshwaran01,2022-01-20T15:20:34Z,2022-01-20T21:56:28Z,2022-01-20T21:56:28Z,True,master,patch-1,1,0,1,1,0,1,0,1,2,0,,0,,False,6.598333333333334,6.598333333333334,True
public-apis,public-apis,366880,Python,3015,Add Imgbb to Cloud Storage & File Sharing,MERGED,array-in-a-matrix,2022-01-19T23:12:11Z,2022-01-20T02:49:28Z,2022-01-20T02:49:28Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,3.6213888888888888,3.6213888888888888,True
public-apis,public-apis,366880,Python,3013,Add UrlBae to URL Shorteners,MERGED,lewis1994lp,2022-01-18T23:10:19Z,2022-01-20T02:28:13Z,2022-01-20T02:28:12Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,27.298333333333332,27.298055555555557,True
public-apis,public-apis,366880,Python,3011,Improve scripts and more,MERGED,matheusfelipeog,2022-01-18T06:06:24Z,2022-02-07T07:47:35Z,2022-02-07T07:47:35Z,True,master,feat/improve-scripts,1488,314,17,1802,2,1,3,79,2,0,functionality enhancement|dependencies|enhancement,3,,False,481.68638888888887,481.68638888888887,True
public-apis,public-apis,366880,Python,3010,Add Fun Fact API,MERGED,xkhilv,2022-01-16T00:51:01Z,2022-01-20T02:05:07Z,2022-01-20T02:05:07Z,True,master,patch-2,1,0,1,1,5,1,0,1,4,0,,0,,False,97.235,97.235,True
public-apis,public-apis,366880,Python,3009,Add Times Adder API to Science & Math,MERGED,FranP-code,2022-01-14T18:01:34Z,2022-01-20T01:56:40Z,2022-01-20T01:56:40Z,True,master,add-api,1,0,1,1,1,1,0,2,2,0,,0,,False,127.91833333333334,127.91833333333334,True
public-apis,public-apis,366880,Python,3005,Update Censys Link,MERGED,thehappydinoa,2022-01-11T19:34:50Z,2022-01-12T18:28:26Z,2022-01-12T18:28:26Z,True,master,patch-1,1,1,1,2,0,1,0,1,2,0,,0,,False,22.893333333333334,22.893333333333334,True
public-apis,public-apis,366880,Python,3002,Add Climatiq to Environment,MERGED,grindcode,2022-01-11T11:22:28Z,2022-01-11T13:04:47Z,2022-01-11T13:04:47Z,True,master,add-climatiq,1,0,1,1,0,1,0,1,2,0,,0,,False,1.7052777777777777,1.7052777777777777,True
public-apis,public-apis,366880,Python,3001,Add http.dog API,CLOSED,fili,2022-01-09T13:39:49Z,2022-01-11T06:31:58Z,,False,master,patch-1,1,0,1,1,1,1,0,1,3,0,awaiting PR evolution|alphabetical ordering is required,2,,False,40.869166666666665,,True
