name,owner,stars,language,pr_number,pr_title,pr_state,pr_author,pr_created_at,pr_closed_at,pr_merged_at,pr_is_merged,pr_base_branch,pr_head_branch,pr_additions,pr_deletions,pr_changed_files,pr_total_changes,pr_comments_count,pr_reviews_count,pr_review_requests_count,pr_commits_count,pr_participants_count,pr_assignees_count,pr_labels,pr_labels_count,pr_review_decision,pr_is_draft,pr_lifetime_hours,pr_time_to_merge_hours,has_code_review
public-apis,public-apis,366880,Python,3037,Add OpenAPIHub to Development,CLOSED,ShivamRIG,2022-01-29T04:46:53Z,2022-02-07T07:23:59Z,,False,master,patch-1,2,2,1,4,1,2,0,3,2,0,,0,,False,218.61833333333334,,True
public-apis,public-apis,366880,Python,3030,Add Watchdata to Blockchain,MERGED,dsoldatow,2022-01-26T11:04:07Z,2022-01-31T00:47:50Z,2022-01-31T00:47:49Z,True,master,master,1,0,1,1,1,2,0,3,2,0,,0,,False,109.7286111111111,109.72833333333334,True
public-apis,public-apis,366880,Python,3012,Add RemoteCalc API to Science & Math,MERGED,elizabethadegbaju,2022-01-18T17:48:20Z,2022-01-20T22:00:05Z,2022-01-20T22:00:05Z,True,master,patch-1,1,0,1,1,1,2,0,2,2,0,,0,,False,52.19583333333333,52.19583333333333,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62339,Add Linux Foundation Health Score badge to README,MERGED,jonathimer,2025-09-24T08:58:16Z,2025-09-24T11:51:03Z,2025-09-24T11:51:03Z,True,main,patch-1,1,0,1,1,1,1,0,1,2,0,,0,REVIEW_REQUIRED,False,2.879722222222222,2.879722222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62318,fix(curriculum): correct Step 7 assignment in note-taking app ,CLOSED,hritikmittal09,2025-09-22T20:56:34Z,2025-09-22T22:14:59Z,,False,main,fix(curriculum)--correct-Step-7-assignment-in-note-taking-app,3,1,1,4,0,1,0,1,2,0,scope: curriculum,1,CHANGES_REQUESTED,False,1.3069444444444445,,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62296,fix(curriculum): update bad logic sept. 21 daily coding challenge,CLOSED,a2937,2025-09-21T19:57:04Z,2025-09-22T13:31:21Z,,False,main,fix(curriculum)/update-bad-logic-daily-coding-9-21,6,6,2,12,1,1,1,1,3,0,scope: curriculum,1,REVIEW_REQUIRED,False,17.57138888888889,,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62274,test: handle meta validation errors,MERGED,ojeytonwilliams,2025-09-19T14:02:47Z,2025-09-19T17:39:13Z,2025-09-19T17:39:13Z,True,main,fix/report-validation-errors-properly,7,3,1,10,0,1,0,1,2,0,,0,REVIEW_REQUIRED,False,3.607222222222222,3.607222222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62238,Fix semantic HTML and validation logic in Customer Complaint Form Lab (#62222),CLOSED,GouravBerwal,2025-09-17T05:40:15Z,2025-09-18T18:36:53Z,,False,main,main,8,6,1,14,2,1,0,1,2,0,scope: curriculum|status: deprioritize,2,REVIEW_REQUIRED,False,36.943888888888885,,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62237,fix(curriculum): correct legend placement in complaint form,CLOSED,pranshu-saraswat,2025-09-17T03:18:10Z,2025-09-17T08:11:17Z,,False,main,fix/complaint-form-structure,4,776,1,780,0,1,0,1,2,0,scope: curriculum|status: waiting update,2,CHANGES_REQUESTED,False,4.885277777777778,,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62209,fix: clarify instructions and update tests for Step 27,CLOSED,bisht0968,2025-09-14T07:27:19Z,2025-09-14T17:59:34Z,,False,main,fix-accessibility-label-link,326,116,35,442,6,1,1,7,2,0,status: blocked|scope: curriculum,2,,False,10.5375,,True
build-your-own-x,codecrafters-io,423208,Markdown,1517,Update README.md,CLOSED,rv-patel-0131,2025-07-24T11:30:42Z,2025-07-25T12:16:23Z,,False,master,test,0,5,1,5,3,1,0,1,3,0,,0,,False,24.761388888888888,,True
build-your-own-x,codecrafters-io,423208,Markdown,1503,my life partner,CLOSED,mauromarknazarenofanelli,2025-07-05T21:34:07Z,2025-07-09T19:03:36Z,,False,master,master,117,0,2,117,4,1,0,3,4,0,,0,,False,93.49138888888889,,True
build-your-own-x,codecrafters-io,423208,Markdown,1434,Add link to Build your own TanStack Query,CLOSED,mugglim,2025-05-17T15:18:23Z,2025-08-10T07:18:14Z,,False,master,tanstack-query,1,0,1,1,3,1,0,1,1,0,,0,,False,2031.9975,,True
build-your-own-x,codecrafters-io,423208,Markdown,1414,Add a new tutorial for zig.,MERGED,maysara-elshewehy,2025-04-11T18:01:29Z,2025-04-11T19:13:28Z,2025-04-11T19:13:28Z,True,master,master,1,0,1,1,1,1,0,1,2,0,,0,,False,1.1997222222222221,1.1997222222222221,True
build-your-own-x,codecrafters-io,423208,Markdown,1406,Patch 1,CLOSED,Aston32,2025-04-05T19:31:19Z,2025-04-06T15:03:04Z,,False,master,patch-1,1,0,2,1,1,1,0,2,2,0,,0,,False,19.529166666666665,,True
build-your-own-x,codecrafters-io,423208,Markdown,1396,add a new operating system tutorial,CLOSED,sudonam,2025-03-28T11:52:40Z,2025-03-28T13:35:04Z,,False,master,master,1,0,1,1,1,1,0,1,1,0,,0,,False,1.7066666666666668,,True
build-your-own-x,codecrafters-io,423208,Markdown,1325,Update README.md,CLOSED,Parag479,2025-02-04T11:09:30Z,2025-03-04T12:22:31Z,,False,master,patch-1,1,1,1,2,2,1,0,1,3,0,,0,,False,673.2169444444445,,True
build-your-own-x,codecrafters-io,423208,Markdown,1084,feat: added how to build a cli app with node 2024 guide,CLOSED,egmzy,2024-06-29T08:23:12Z,2024-09-13T13:41:27Z,,False,master,master,1,0,1,1,1,1,0,1,2,0,,0,,False,1829.3041666666666,,True
build-your-own-x,codecrafters-io,423208,Markdown,961,new pull request,CLOSED,Chicago2219,2023-11-23T18:00:26Z,2023-11-24T11:55:09Z,,False,master,Sergey,1,0,1,1,0,1,0,1,3,0,,0,,False,17.911944444444444,,True
build-your-own-x,codecrafters-io,423208,Markdown,948,Update README.md,CLOSED,tmsagarofficial,2023-10-25T04:24:07Z,2025-02-05T17:34:00Z,,False,master,master,3,3,1,6,1,1,0,1,2,0,,0,,False,11269.164722222222,,True
build-your-own-x,codecrafters-io,423208,Markdown,944,Update README.md,CLOSED,AaadityaG,2023-10-11T11:40:19Z,2023-10-16T17:13:38Z,,False,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,125.55527777777777,,True
build-your-own-x,codecrafters-io,423208,Markdown,934,Fix: Replaced a broken link with alternative from smashingmagazine.com,MERGED,Gokul2003g,2023-09-30T06:56:25Z,2023-10-26T20:04:50Z,2023-10-26T20:04:50Z,True,master,broken-link,1,1,1,2,0,1,0,1,3,0,,0,,False,637.1402777777778,637.1402777777778,True
build-your-own-x,codecrafters-io,423208,Markdown,870,Add quote information,CLOSED,CodeMaster7000,2023-03-26T10:00:21Z,2023-10-16T15:00:21Z,,False,master,master,1,1,1,2,1,1,0,1,3,0,,0,,False,4901.0,,True
build-your-own-x,codecrafters-io,423208,Markdown,809,Add Create Your Own CLI Tool with NodeJS,MERGED,yairhaimo,2022-10-05T17:56:03Z,2022-10-09T10:17:49Z,2022-10-09T10:17:49Z,True,master,nodejs-cli-tool2,1,0,1,1,1,1,0,1,4,0,,0,,False,88.36277777777778,88.36277777777778,True
build-your-own-x,codecrafters-io,423208,Markdown,797,Update README.md,CLOSED,josephwhittington,2022-08-16T14:14:12Z,2024-05-25T15:36:32Z,,False,master,patch-1,1,0,1,1,0,1,0,1,2,0,,0,,False,15553.372222222222,,True
build-your-own-x,codecrafters-io,423208,Markdown,795,New 2D game development with JavaScript added,CLOSED,castroitalo,2022-08-15T01:52:46Z,2022-11-08T10:10:48Z,,False,master,castro,1,0,1,1,0,1,0,2,2,0,,0,,False,2048.3005555555555,,True
build-your-own-x,codecrafters-io,423208,Markdown,775,Update Games With Go unavailable link,MERGED,aasisodiya,2022-07-16T11:43:47Z,2022-07-20T14:00:56Z,2022-07-20T14:00:56Z,True,master,patch-1,1,1,1,2,1,1,0,1,3,0,,0,,False,98.28583333333333,98.28583333333333,True
build-your-own-x,codecrafters-io,423208,Markdown,751,Add tutorial for building a Rust Text Editor.,MERGED,guuzaa,2022-06-18T01:56:48Z,2022-08-04T11:23:29Z,2022-08-04T11:23:29Z,True,master,rust-text-editor-hecto,1,0,1,1,1,1,0,1,3,0,Accepted,1,,False,1137.4447222222223,1137.4447222222223,True
build-your-own-x,codecrafters-io,423208,Markdown,696,Emphasize JavaScript's Regex Implementation Topic,MERGED,joaorlima,2022-02-13T17:59:19Z,2022-02-16T14:06:28Z,2022-02-16T14:06:28Z,True,master,fix/emphasize-javascripts-regex-implementation-topic,1,1,1,2,1,1,0,1,3,0,,0,,False,68.11916666666667,68.11916666666667,True
build-your-own-x,codecrafters-io,423208,Markdown,688,"Fixed links, added tutorials, added categories",CLOSED,thereal-atom,2021-12-12T15:33:16Z,2025-08-22T20:40:55Z,,False,master,master,131,23,1,154,0,1,0,1,2,0,,0,,False,32381.1275,,True
build-your-own-x,codecrafters-io,423208,Markdown,678,added cryptoCurreny miner and dockerize tuturial,CLOSED,yigitkader,2021-11-17T20:04:08Z,2022-07-18T13:41:33Z,,False,master,master,1,0,1,1,1,1,0,4,3,0,,0,,False,5825.623611111111,,True
build-your-own-x,codecrafters-io,423208,Markdown,674,chore: remove reverse engineering react unavailable resourse,MERGED,erfanansari,2021-11-05T16:13:59Z,2021-11-30T08:41:01Z,2021-11-30T08:41:01Z,True,master,remove-unavailable-react-resource,0,1,1,1,0,1,0,1,3,0,,0,,False,592.4505555555555,592.4505555555555,True
build-your-own-x,codecrafters-io,423208,Markdown,634,Add a tutorial about writing a Tetris game.,CLOSED,bobeff,2021-06-16T14:11:33Z,2021-08-29T15:42:17Z,,False,master,clojure-script-tetris,1,0,1,1,0,1,0,1,2,0,,0,,False,1777.5122222222221,,True
build-your-own-x,codecrafters-io,423208,Markdown,542,"Add link to ""ugit: Building Git Yourself""",MERGED,nikital,2020-10-11T11:29:49Z,2023-01-31T07:38:01Z,2023-01-31T07:38:01Z,True,master,nikital-ugit,1,0,1,1,0,1,0,1,3,0,,0,,False,20204.136666666665,20204.136666666665,True
build-your-own-x,codecrafters-io,423208,Markdown,536,Add Test Collision With Separating Axis Theorem in JavaScript,CLOSED,EduardoJM,2020-10-03T19:26:47Z,2021-12-02T14:21:40Z,,False,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,10194.914722222222,,True
build-your-own-x,codecrafters-io,423208,Markdown,534,Add Web App Server in Golang,CLOSED,12mohaned,2020-10-01T12:55:06Z,2020-10-25T18:24:41Z,,False,master,golang_server,3,3,1,6,0,1,0,1,3,0,,0,,False,581.4930555555555,,True
build-your-own-x,codecrafters-io,423208,Markdown,514,Update readme,CLOSED,Marcosultymos,2020-08-02T21:17:08Z,2023-07-16T16:00:52Z,,False,master,patch-1,1,0,1,1,0,1,0,1,2,0,,0,,False,25866.72888888889,,True
build-your-own-x,codecrafters-io,423208,Markdown,512,Fix a broken link with archive,CLOSED,jgradio64,2020-07-27T02:13:06Z,2024-02-12T22:30:30Z,,False,master,master,2,2,1,4,0,1,0,3,2,0,,0,,False,31100.29,,True
build-your-own-x,codecrafters-io,423208,Markdown,425,Add Write your own Excel in 100 lines of F#,CLOSED,avestura,2020-02-07T13:37:24Z,2023-07-30T08:45:16Z,,False,master,patch-1,1,0,1,1,1,1,0,1,2,0,,0,,False,30451.13111111111,,True
build-your-own-x,codecrafters-io,423208,Markdown,404,Add an article about monadic parser combinators in C#,CLOSED,Tyrrrz,2019-11-10T21:06:49Z,2022-11-28T09:34:36Z,,False,master,patch-1,1,0,1,1,0,1,0,1,2,0,,0,,False,26724.463055555556,,True
build-your-own-x,codecrafters-io,423208,Markdown,380,Add 'Twitter Bot Tutorial-Node.js and Processing',CLOSED,dev7060,2019-10-06T15:01:26Z,2020-10-30T19:20:29Z,,False,master,patch-1,1,0,1,1,1,1,0,1,3,0,,0,,False,9364.3175,,True
build-your-own-x,codecrafters-io,423208,Markdown,349,Added a tutorial: Lest's build a NodeJS micro framework,CLOSED,evanxg852000,2019-04-13T12:06:48Z,2024-07-25T17:59:41Z,,False,master,patch-1,1,0,1,1,1,1,0,2,2,0,,0,,False,46325.88138888889,,True
build-your-own-x,codecrafters-io,423208,Markdown,343,Add Build your own Front-end Framework re-implement react fiber,CLOSED,tranbathanhtung,2019-03-27T02:34:20Z,2019-10-07T02:28:58Z,,False,master,master,1,0,1,1,1,1,0,1,3,0,,0,,False,4655.910555555555,,True
build-your-own-x,codecrafters-io,423208,Markdown,211,"Found a Web site hosting these tutorials, want to add a link",CLOSED,chaitanyathengdi,2018-06-24T09:09:39Z,2018-06-29T10:33:16Z,,False,master,patch-1,2,0,1,2,1,1,0,1,3,0,,0,,False,121.39361111111111,,True
build-your-own-x,codecrafters-io,423208,Markdown,137,Added a New Category : Text Editor,MERGED,bauripalash,2018-05-24T05:49:20Z,2018-05-24T09:21:06Z,2018-05-24T09:21:06Z,True,master,master,9,1,1,10,1,1,0,3,3,0,,0,,False,3.5294444444444446,3.5294444444444446,True
build-your-own-x,codecrafters-io,423208,Markdown,35,"Add ""Build your own Window Manager""",MERGED,toolboc,2018-05-13T14:44:31Z,2018-05-14T06:51:54Z,2018-05-14T06:51:54Z,True,master,window-managers,1,0,1,1,1,1,0,2,2,0,,0,,False,16.123055555555556,16.123055555555556,True
build-your-own-x,codecrafters-io,423208,Markdown,16,Add: Generate SVG images in C,CLOSED,jserv,2018-05-12T08:21:04Z,2018-05-13T10:53:26Z,,False,master,new-item,1,0,1,1,1,1,0,1,2,0,,0,,False,26.539444444444445,,True
awesome,sindresorhus,403538,Unknown,3584,Update readme.md,CLOSED,yboulaamane,2025-08-12T15:17:58Z,2025-08-18T08:20:15Z,,False,main,patch-1,1,0,1,1,1,1,0,1,3,0,,0,,False,137.03805555555556,,True
awesome,sindresorhus,403538,Unknown,3583,Update readme.md,CLOSED,yboulaamane,2025-08-12T15:06:41Z,2025-08-12T15:09:07Z,,False,main,patch-1,1,0,1,1,0,1,0,1,2,0,,0,,False,0.04055555555555555,,True
awesome,sindresorhus,403538,Unknown,3536,BnayyUpdate logo.svg,CLOSED,Banty6661,2025-07-13T18:21:14Z,2025-07-13T22:47:08Z,,False,main,main,1,1,1,2,1,1,0,1,3,0,,0,,False,4.431666666666667,,True
awesome,sindresorhus,403538,Unknown,3485,add Roblox Studio resources,CLOSED,GabbzDev,2025-06-14T17:18:04Z,2025-06-15T07:16:12Z,,False,main,main,1,0,1,1,1,1,0,1,3,0,,0,,False,13.96888888888889,,True
awesome,sindresorhus,403538,Unknown,3296,@KAPKYK,CLOSED,Kitarah,2024-12-05T08:17:57Z,2024-12-05T16:07:29Z,,False,main,main,0,0,1,0,0,1,0,2,3,0,,0,,False,7.825555555555556,,True
awesome,sindresorhus,403538,Unknown,3248,Add Python Resources,CLOSED,lnxpy,2024-10-21T20:59:36Z,2024-10-22T13:40:51Z,,False,main,main,1,0,1,1,4,1,0,2,3,0,,0,,False,16.6875,,True
awesome,sindresorhus,403538,Unknown,3215,Add Style,CLOSED,mugdhaarekar,2024-09-22T10:09:28Z,2024-09-22T10:27:10Z,,False,main,patch-1,0,8,1,8,1,1,0,1,3,0,,0,,False,0.295,,True
awesome,sindresorhus,403538,Unknown,3159,Add Global Library,CLOSED,thebigcicca,2024-08-23T03:40:37Z,2024-10-28T18:29:31Z,,False,main,main,1,1,1,2,5,1,0,1,5,0,,0,,False,1598.815,,True
awesome,sindresorhus,403538,Unknown,3149,Update Ionic,MERGED,riderx,2024-08-14T02:09:28Z,2024-08-14T11:56:32Z,2024-08-14T11:56:32Z,True,main,fix_ionic_name,1,1,1,2,0,1,0,1,3,0,,0,,False,9.784444444444444,9.784444444444444,True
awesome,sindresorhus,403538,Unknown,3092,Add Worlist,CLOSED,itsmohitnarayan,2024-06-25T15:23:21Z,2024-10-22T18:29:35Z,,False,main,main,1,0,1,1,3,1,0,3,5,0,,0,,False,2859.103888888889,,True
awesome,sindresorhus,403538,Unknown,3082,Update main.yml,CLOSED,nichechristie,2024-06-14T14:33:16Z,2024-06-14T14:58:24Z,,False,main,patch-1,4,4,1,8,0,1,0,1,2,0,,0,,False,0.41888888888888887,,True
awesome,sindresorhus,403538,Unknown,3027,Update link Awesome-C,CLOSED,tkna91,2024-04-25T23:20:56Z,2024-04-27T11:00:40Z,,False,main,patch-1,1,1,1,2,2,1,0,1,3,0,,0,,False,35.66222222222222,,True
awesome,sindresorhus,403538,Unknown,2999,Add LiDAR Place Recognition,CLOSED,hogyun2,2024-03-19T11:57:39Z,2024-04-09T05:01:39Z,,False,main,lpr,6,3,2,9,6,1,0,16,4,0,,0,,False,497.06666666666666,,True
awesome,sindresorhus,403538,Unknown,2996,Add VLM Architectures,MERGED,gokayfem,2024-03-18T15:28:15Z,2024-10-28T18:19:49Z,2024-10-28T18:19:49Z,True,main,main,1,0,1,1,12,1,0,3,8,0,,0,,False,5378.859444444444,5378.859444444444,True
awesome,sindresorhus,403538,Unknown,2970,Adding Awesome Farcaster Frames,CLOSED,0xPetra,2024-02-13T16:43:10Z,2024-02-19T22:31:56Z,,False,main,patch-1,1,0,1,1,1,1,0,1,3,0,,0,,False,149.81277777777777,,True
awesome,sindresorhus,403538,Unknown,2958, Add Technical Topics,CLOSED,Mahmoudz,2024-01-30T14:06:31Z,2024-05-26T15:04:18Z,,False,main,patch-1,1,0,1,1,4,1,0,1,4,0,,0,,False,2808.9630555555555,,True
awesome,sindresorhus,403538,Unknown,2912,Add Product Management Zh,CLOSED,Zuojiangtao,2023-12-20T01:56:34Z,2023-12-20T02:11:08Z,,False,main,main,1,0,1,1,1,1,0,1,3,0,,0,,False,0.2427777777777778,,True
awesome,sindresorhus,403538,Unknown,2878,Update readme.md - Add LLM WebUIs,CLOSED,JShollaj,2023-11-27T08:20:33Z,2024-02-14T09:21:35Z,,False,main,patch-1,1,0,1,1,2,1,0,1,4,0,,0,,False,1897.0172222222222,,True
awesome,sindresorhus,403538,Unknown,2842,Update readme.md,CLOSED,Mayureshd-18,2023-10-29T13:55:57Z,2023-10-29T14:07:42Z,,False,main,main,3,3,1,6,1,1,0,1,3,0,,0,,False,0.19583333333333333,,True
awesome,sindresorhus,403538,Unknown,2834,Update contributing.md,MERGED,VivekGuruduttK28,2023-10-26T10:21:37Z,2023-10-26T11:42:33Z,2023-10-26T11:42:33Z,True,main,patch-1,1,1,1,2,1,1,0,1,4,0,,0,,False,1.3488888888888888,1.3488888888888888,True
awesome,sindresorhus,403538,Unknown,2813,Add RTL,CLOSED,ayub-kokabi,2023-10-12T18:07:54Z,2024-02-14T08:17:41Z,,False,main,main,1,0,1,1,4,1,0,2,3,0,,0,,False,2990.1630555555557,,True
awesome,sindresorhus,403538,Unknown,2804,Add parenting,CLOSED,Athen-Player1,2023-10-06T10:53:29Z,2024-02-14T08:14:29Z,,False,main,main,1,0,1,1,5,1,0,4,6,0,,0,,False,3141.35,,True
awesome,sindresorhus,403538,Unknown,2794,Install meshmap workflow,CLOSED,divital-coder,2023-09-30T12:51:34Z,2023-09-30T14:25:51Z,,False,main,main,34,0,1,34,2,1,0,1,3,0,,0,,False,1.571388888888889,,True
awesome,sindresorhus,403538,Unknown,2780,Add Processing langage ,CLOSED,zakarialaoui10,2023-09-13T14:06:05Z,2023-10-14T21:46:41Z,,False,main,main,0,0,0,0,16,1,0,0,4,0,,0,,False,751.6766666666666,,True
awesome,sindresorhus,403538,Unknown,2715,Add Neuromorphic,CLOSED,artiomn,2023-07-12T17:44:27Z,2023-11-07T18:02:22Z,,False,main,main,1,0,1,1,6,1,0,1,5,0,,0,,False,2832.2986111111113,,True
awesome,sindresorhus,403538,Unknown,2714,Create Morena,CLOSED,Kingmorena,2023-07-07T10:40:56Z,2023-07-07T18:33:59Z,,False,main,patch-1,30,0,1,30,0,1,0,1,3,0,,0,,False,7.884166666666666,,True
awesome,sindresorhus,403538,Unknown,2695,Add Neuromorphic,CLOSED,artiomn,2023-06-23T22:54:41Z,2023-07-12T17:29:06Z,,False,main,main,1,4,1,5,13,1,0,3,6,0,,0,,False,450.5736111111111,,True
awesome,sindresorhus,403538,Unknown,2690,Add Bluetooth Low Energy,MERGED,matteocrippa,2023-06-22T11:27:17Z,2024-02-14T07:53:55Z,2024-02-14T07:53:55Z,True,main,feature/awesome-ble,1,0,1,1,10,1,0,4,5,0,,0,,False,5684.443888888889,5684.443888888889,True
awesome,sindresorhus,403538,Unknown,2658,Add Feature Flag Management,CLOSED,andrewdmaclean,2023-06-02T22:50:59Z,2024-02-14T07:47:03Z,,False,main,main,1,0,1,1,5,1,0,1,5,0,,0,,False,6152.934444444444,,True
free-programming-books,EbookFoundation,370951,Python,11979,Fix typo in assembly programming,MERGED,M4ximumPizza,2025-09-25T06:55:06Z,2025-09-25T17:49:42Z,2025-09-25T17:49:42Z,True,main,patch-5,1,1,1,2,0,1,0,1,3,0,,0,,False,10.91,10.91,True
free-programming-books,EbookFoundation,370951,Python,11972,Added 5 Books By Paul Cobbaut related to Linux,CLOSED,ABDR-Again,2025-09-23T07:42:26Z,2025-09-24T02:15:22Z,,False,main,books/adding-more-books,9,0,2,9,1,1,0,12,2,0,,0,CHANGES_REQUESTED,False,18.54888888888889,,True
free-programming-books,EbookFoundation,370951,Python,11953,Remove Developer Blog Tutorial under JavaScript -> Remix,MERGED,alvarezekiel19,2025-09-09T18:12:30Z,2025-09-10T14:22:32Z,2025-09-10T14:22:32Z,True,main,remove-broken-link,0,7,1,7,3,1,0,3,2,0,,0,,False,20.16722222222222,20.16722222222222,True
free-programming-books,EbookFoundation,370951,Python,11944,chore(deps): bump actions/setup-python from 5 to 6,MERGED,dependabot,2025-09-06T10:01:20Z,2025-09-11T12:46:51Z,2025-09-11T12:46:51Z,True,main,dependabot/github_actions/actions/setup-python-6,1,1,1,2,1,1,0,1,2,0,:rocket: ready to merge|🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,4,APPROVED,False,122.75861111111111,122.75861111111111,True
free-programming-books,EbookFoundation,370951,Python,11943,chore(deps): bump actions/github-script from 7 to 8,MERGED,dependabot,2025-09-06T10:01:18Z,2025-09-11T12:47:22Z,2025-09-11T12:47:22Z,True,main,dependabot/github_actions/actions/github-script-8,1,1,1,2,1,1,0,1,2,0,:rocket: ready to merge|🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,4,APPROVED,False,122.76777777777778,122.76777777777778,True
free-programming-books,EbookFoundation,370951,Python,11942,chore(deps): bump actions/setup-node from 4 to 5,MERGED,dependabot,2025-09-06T10:01:13Z,2025-09-11T12:43:45Z,2025-09-11T12:43:45Z,True,main,dependabot/github_actions/actions/setup-node-5,1,1,1,2,1,1,0,1,2,0,:rocket: ready to merge|🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,4,APPROVED,False,122.7088888888889,122.7088888888889,True
free-programming-books,EbookFoundation,370951,Python,11941,chore(deps): bump actions/stale from 9 to 10,MERGED,dependabot,2025-09-06T10:01:10Z,2025-09-11T12:42:54Z,2025-09-11T12:42:54Z,True,main,dependabot/github_actions/actions/stale-10,1,1,1,2,1,1,0,1,2,0,:rocket: ready to merge|🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,4,APPROVED,False,122.69555555555556,122.69555555555556,True
free-programming-books,EbookFoundation,370951,Python,11927,chore(deps): bump actions/checkout from 4 to 5,MERGED,dependabot,2025-08-16T10:38:51Z,2025-09-11T12:46:36Z,2025-09-11T12:46:36Z,True,main,dependabot/github_actions/actions/checkout-5,5,5,3,10,1,1,0,1,2,0,:rocket: ready to merge|🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,4,APPROVED,False,626.1291666666667,626.1291666666667,True
free-programming-books,EbookFoundation,370951,Python,11923,"Add Hindi YouTube Courses: OOP in C++ & Java, and DAA by KnowledgeGATE",MERGED,tannuiscoding,2025-08-05T05:43:57Z,2025-08-05T17:55:00Z,2025-08-05T17:55:00Z,True,main,main,3,0,1,3,2,1,0,4,2,0,,0,,False,12.184166666666666,12.184166666666666,True
free-programming-books,EbookFoundation,370951,Python,11879,chore(deps): bump tj-actions/changed-files from 44 to 46,MERGED,dependabot,2025-05-31T10:44:59Z,2025-06-20T12:58:22Z,2025-06-20T12:58:22Z,True,main,dependabot/github_actions/tj-actions/changed-files-46,2,2,2,4,2,1,0,1,2,0,🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,3,APPROVED,False,482.22305555555556,482.22305555555556,True
free-programming-books,EbookFoundation,370951,Python,11865,Fix stale workflow,MERGED,Thenlie,2025-04-17T22:15:59Z,2025-04-18T20:14:47Z,2025-04-18T20:14:47Z,True,main,stale-fix,48,1,2,49,1,1,1,4,2,0,,0,,False,21.98,21.98,True
free-programming-books,EbookFoundation,370951,Python,11862,chore(deps): bump tj-actions/changed-files from 46.0.4 to 46.0.5,MERGED,dependabot,2025-04-12T10:28:03Z,2025-04-18T22:55:00Z,2025-04-18T22:55:00Z,True,main,dependabot/github_actions/tj-actions/changed-files-46.0.5,1,1,1,2,1,1,0,1,2,0,🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,3,APPROVED,False,156.44916666666666,156.44916666666666,True
free-programming-books,EbookFoundation,370951,Python,11860,Addition of Node.js Design Patterns,CLOSED,GeeekySouro003,2025-04-08T19:59:37Z,2025-04-10T03:49:23Z,,False,main,GeeekySouro003-add-book,3,2,2,5,2,1,0,3,2,0,linter error,1,,False,31.829444444444444,,True
free-programming-books,EbookFoundation,370951,Python,11858,chore(deps): bump tj-actions/changed-files from 46.0.3 to 46.0.4,MERGED,dependabot,2025-04-05T10:43:27Z,2025-04-06T20:38:05Z,2025-04-06T20:38:05Z,True,main,dependabot/github_actions/tj-actions/changed-files-46.0.4,1,1,1,2,1,1,0,1,2,0,🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,3,APPROVED,False,33.910555555555554,33.910555555555554,True
free-programming-books,EbookFoundation,370951,Python,11856,chore(deps): bump tj-actions/changed-files from 46.0.1 to 46.0.3,MERGED,dependabot,2025-03-29T11:40:19Z,2025-03-30T20:34:14Z,2025-03-30T20:34:14Z,True,main,dependabot/github_actions/tj-actions/changed-files-46.0.3,1,1,1,2,1,1,0,1,2,0,🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,3,APPROVED,False,32.89861111111111,32.89861111111111,True
free-programming-books,EbookFoundation,370951,Python,11853,chore(deps): bump tj-actions/changed-files from 45.0.5 to 46.0.1,MERGED,dependabot,2025-03-22T11:39:25Z,2025-03-24T21:42:56Z,2025-03-24T21:42:56Z,True,main,dependabot/github_actions/tj-actions/changed-files-46.0.1,1,1,1,2,1,1,0,1,2,0,🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,3,APPROVED,False,58.05861111111111,58.05861111111111,True
free-programming-books,EbookFoundation,370951,Python,11829,chore(deps): bump tj-actions/changed-files from 45.0.5 to 45.0.7,CLOSED,dependabot,2025-02-08T11:37:28Z,2025-03-22T11:39:29Z,,False,main,dependabot/github_actions/tj-actions/changed-files-45.0.7,1,1,1,2,2,1,0,1,2,0,🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,3,APPROVED,False,1008.0336111111111,,True
free-programming-books,EbookFoundation,370951,Python,11823,"Add ""Python para Matemáticos"" book",MERGED,Samuel-de-Oliveira,2025-02-01T02:05:13Z,2025-02-02T21:26:55Z,2025-02-02T21:26:55Z,True,main,patch-1,1,0,1,1,0,1,0,2,2,0,,0,,False,43.361666666666665,43.361666666666665,True
